Tweet ID,URL,Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels
1.94e+18,https://x.com/ABN_KE/status/1944698029069779174,"Mtaa ni Turbo!!  @Safaricom has officially flagged off #MPESASokoni, Rift Edition hapa Turbo.
Wako ground hii wiki kulink up na macustomers wetu, kuwezesha mabiashara, na kusupport the real hustlers wa hii side. 
Mtaa yako ni gani? Tunasija!!!! https://t.co/Ig3OWsPOWO",5,6,0,0,193,"July 14, 2025 at 09:58 AM",Neutral
1.94e+18,https://x.com/ITNewsAfrica/status/1944691961102995558,"@SafaricomPLC shines again! Honored for excellence in innovation &amp; e-commerce award. @Safaricom PLC 

 #Safaricom #E-commerce #Innovation #HISA2025 #TechNews

https://t.co/VW0SOzMidn https://t.co/e5IY7QkkwY",0,0,0,0,16,"July 14, 2025 at 09:34 AM",Neutral
1.94e+18,https://x.com/Shikanda_00/status/1944398601385279842,@Justkenyan1 @safaricom Unataka wanizimie line😂,1,0,0,0,39,"July 13, 2025 at 02:08 PM",Neutral
1.94e+18,https://x.com/Justkenyan1/status/1944398469768122467,@Shikanda_00 @safaricom,0,0,1,0,35,"July 13, 2025 at 02:08 PM",Neutral
1.94e+18,https://x.com/GirumXo/status/1943914854311411858,@SafaricomET @safaricom is there an option that's is less than 10mbps?,0,0,1,0,37,"July 12, 2025 at 06:06 AM",Neutral
1.94e+18,https://x.com/_himselfu/status/1943885277119791413,@Kagwawilliams @safaricom 😂😂 fb,0,0,0,0,8,"July 12, 2025 at 04:09 AM",Neutral
1.94e+18,https://x.com/Kagwawilliams/status/1943759449740759402,@_himselfu @Safaricom maumbwa sana😂,1,0,1,0,17,"July 11, 2025 at 07:49 PM",Hate Speech
1.94e+18,https://x.com/kimtempish/status/1943393160434192658,@moneyacademyKE Fuliza? @grok @safaricom,0,0,0,0,84,"July 10, 2025 at 07:33 PM",Neutral
1.94e+18,https://x.com/RoseLangat16/status/1942929204544196926,"@Safaricom_Care @safaricom care, i have always been buying bundles and never use what's  the excuse. What's not happening????",0,0,0,0,6,"July 9, 2025 at 12:49 PM",Internet or airtime bundle complaint
1.94e+18,https://x.com/MwimahMike/status/1942186426008850446,@Safaricom_Care It has been 5 hours since I made a follow up and no one is on site to sort my internet. Is this how @safaricom has sunk in service delivery?,1,0,0,0,42,"July 7, 2025 at 11:38 AM",Internet or airtime bundle complaint
1.94e+18,https://x.com/Atsbiblex/status/1942145940237770995,@safaricom can you not find a ussd to stop this messages https://t.co/Z36TKPgNif,1,0,0,0,18,"July 7, 2025 at 08:57 AM",Customer care complaint
1.94e+18,https://x.com/kuka79536311985/status/1941812108275990883,Ukiuliza mtu wa @Safaricom credit yangu nimeeka sahi imeenda wapi 😂😂😂😂😂😂 https://t.co/3Nyyha8Zlx,0,0,0,0,22,"July 6, 2025 at 10:50 AM",Customer care complaint
1.94e+18,https://x.com/bond_omari/status/1941727536762826897,@sholard_mancity That's true...am tired of buying monthly bundles that vanish in a day.. @safaricom have you no shame?,0,0,0,0,49,"July 6, 2025 at 05:14 AM",Internet or airtime bundle complaint
1.94e+18,https://x.com/ktnhome_/status/1941526732894282157,"From cooking chapo by the roadside to opening two thriving branches; here’s how @legacyrestaurant_ke began. 🍽️🔥

@safaricom.business is empowering entrepreneurs with seamless, future-forward solutions that fuel real growth and transformation. 🚀

@DiggerKenya
#ShopDiggeronKTN https://t.co/bZSt6RL6aM",0,0,0,0,103,"July 5, 2025 at 03:56 PM",Neutral
1.94e+18,https://x.com/ktnhome_/status/1941525835757879793,"From cooking chapo by the roadside to opening two thriving branches; here’s how @legacyrestaurant_ke began. 🍽️🔥

@safaricom.business is empowering entrepreneurs with seamless, future-forward solutions that fuel real growth and transformation. 🚀

@DiggerKenya
#ShopDiggeronKTN https://t.co/fQvfpu7zmV",1,0,0,0,110,"July 5, 2025 at 03:53 PM",Neutral
1.94e+18,https://x.com/ktnhome_/status/1941524957130805462,"From humble beginnings to supplying quality animal feeds across Kenya, this is the story of growth, grit, and innovation.

With support from @safaricom.business, agripreneurs are now accessing seamless digital solutions that power their businesses forward. https://t.co/vS2MY5ygiO",0,0,0,0,114,"July 5, 2025 at 03:49 PM",Neutral
1.94e+18,https://x.com/ktnhome_/status/1941523776073556469,"From cooking chapo by the roadside to opening two thriving branches; here’s how @legacyrestaurant_ke began. 🍽️🔥

@safaricom.business is empowering entrepreneurs with seamless, future-forward solutions that fuel real growth and transformation. 🚀

@DiggerKenya
#ShopDiggeronKTN https://t.co/67faqQOOQ7",1,0,0,0,100,"July 5, 2025 at 03:45 PM",Neutral
1.94e+18,https://x.com/ktnhome_/status/1941523205308481796,"From cooking chapo by the roadside to opening two thriving branches; here’s how @legacyrestaurant_ke began. 🍽️🔥

@safaricom.business is empowering entrepreneurs with seamless, future-forward solutions that fuel real growth and transformation. 🚀

@DiggerKenya
#ShopDiggeronKTN https://t.co/Pxa0ONpqMq",1,1,0,0,114,"July 5, 2025 at 03:42 PM",Neutral
1.94e+18,https://x.com/ktnhome_/status/1941521310783275019,"Happening Now: Powering Kenya’s Marketplace 🛒

@safaricom.business is enabling seamless, future-forward solutions for entrepreneurs and enterprises alike.

Host: @yolandamulwa
@standardcourier
https://t.co/0l9e7BftSi
@DiggerKenya
#ShopDiggeronKTN https://t.co/w1XJT0zHOD",1,1,0,0,126,"July 5, 2025 at 03:35 PM",Neutral
1.94e+18,https://x.com/VincentMuchir15/status/1941471117820166299,"Does @safaricom feel or carry  guit of charging for bundles that never work for say half the time intended like 1GB for an hour working for only 30min, consumption roughly 309 MB but whole amount pocketed",0,0,0,0,12,"July 5, 2025 at 12:15 PM",Internet or airtime bundle complaint
1.94e+18,https://x.com/RoroasportsTv/status/1941208911559917785,@_Hybreed_ @safaricom make it happen,0,0,0,0,8,"July 4, 2025 at 06:54 PM",Neutral
1.94e+18,https://x.com/BYRONOD54502058/status/1941109962710847629,@_Hybreed_ @Safaricom,0,0,0,0,6,"July 4, 2025 at 12:20 PM",Neutral
1.94e+18,https://x.com/LeonardOmbuna/status/1940953307083907123,@_Hybreed_ @safaricom,0,0,0,0,5,"July 4, 2025 at 01:58 AM",Neutral
1.94e+18,https://x.com/muange00/status/1940856164792913992,@_Hybreed_ @safaricom,0,0,0,0,4,"July 3, 2025 at 07:32 PM",Neutral
1.94e+18,https://x.com/Lattecummer/status/1940459664082456641,@AtwoliiYa Is this what safaricom  meant  when they said  simple honest  and transparent for you 👇🤣@safaricom https://t.co/M5tedTzoxR,0,0,0,0,11,"July 2, 2025 at 05:16 PM",Neutral
1.94e+18,https://x.com/killy346/status/1940388420712559098,@safaricom I just bought data za 1 hr na my data zina behave like you operate in India What's up?,0,0,0,0,13,"July 2, 2025 at 12:33 PM",Internet or airtime bundle complaint
1.94e+18,https://x.com/RennNjuguna/status/1940035519821254697,@janetmachuka_ @safaricom automatically subscribes you,0,0,0,0,56,"July 1, 2025 at 01:11 PM",Data protection and privacy concern
1.94e+18,https://x.com/ITNewsAfrica/status/1940015089148731736,"@Safaricom Ethiopia  celebrates a major milestone—10 million active customers in just 4 years! Backed by $2.27B in investment. @Safaricom Telecommunications Ethiopia PLC 

 #DigitalEthiopia #Safaricom #TelecomsNews #DFA2025 

🔗  https://t.co/ferLrOvVfo https://t.co/J6zGNCLQkM",0,0,0,0,17,"July 1, 2025 at 11:50 AM",Neutral
1.94e+18,https://x.com/HapaKenya/status/1939683165318136315,".@Safaricom PLC leads the fixed internet market with a 36.5% share, followed by Jamii Telecommunications Ltd (JTL) at 22.5% and Wananchi Group at 14.4%. https://t.co/3inWx2gtLV",0,1,0,0,145,"June 30, 2025 at 01:51 PM",Neutral
1.94e+18,https://x.com/robertmworia/status/1939608832956838126,Hi @safaricom did you get a new customer care number 😜🤣🤣🤣 https://t.co/HAOiNhAK9E,0,0,0,0,46,"June 30, 2025 at 08:55 AM",Neutral
1.94e+18,https://x.com/mohammedabdi3/status/1939596236526383402,"Hi I've this balance in my account but can't enjoy. What's this restrictions @safaricom 
OFA MOTO Minutes: 140Min (Expiry: 2025-07-02 14:11:44)
My Deal of the Day: 1,717MB (Expiry: 2025-07-02 12:16:15)
Click on https://t.co/8fxGurXdKl to view your data usage",0,0,0,0,11,"June 30, 2025 at 08:05 AM",Internet or airtime bundle complaint
1.94e+18,https://x.com/wuodmaggie_/status/1938310186403254698,"Our very own Faith kipyegon will be attempting to be the first woman to run a mile under 4mins. @Safaricom imekusort na daya, Dial *544*4# to get 4G bundles valid from 7 to 10pm to watch the  action live on Nike's  YouTube channel. @homekny @recreatedd16 #Kenya4Faith si ya kukosa https://t.co/0KtmoGtkXa",0,0,0,0,172,"June 26, 2025 at 06:55 PM",Neutral
1.94e+18,https://x.com/S54858Kailemia/status/1938303580756115775,Kwani leo kuna marathon ama @safaricom wanataka kuniibia data,0,0,0,0,22,"June 26, 2025 at 06:29 PM",Data protection and privacy concern
1.94e+18,https://x.com/kolloo254/status/1938237793907658988,"Jambo kenya, guess what? Our very own faith kipyego is attempting to be the first woman to run a mile under 4mins. @Safaricom imekusort. Dial *544*4# to get 4G bundles valid from 7pm to 10pmto watch the  action live on Nike's  YouTube channel #Kenya4Faith si ya kukosa 🔥 https://t.co/TK3wdAnYkw",3,2,0,0,311,"June 26, 2025 at 02:07 PM",Neutral
1.94e+18,https://x.com/AFREEAfRICAN/status/1937914199880942056,@safaricom what up with your internet connection https://t.co/hgXu2iMYF9,1,0,0,0,41,"June 25, 2025 at 04:42 PM",Network reliability problem
1.94e+18,https://x.com/rondavid3493/status/1937883066250240459,"@jimNjue_ Sad 😔 enough is that I had a crushie there @safaricom sijui nitampata vipi 
Bye bye 👋 crushie",1,0,0,0,466,"June 25, 2025 at 02:38 PM",Neutral
1.94e+18,https://x.com/MunyaoKelvin0/status/1937850459290566661,Nikama @safaricom wameachilia zile dolphins zao,1,2,0,1,551,"June 25, 2025 at 12:28 PM",Neutral
1.94e+18,https://x.com/KenMutugi02/status/1937830635185332273,Traitor @safaricom hawa after hizi protest tuachane na wao #SiriNiNumbers,0,0,0,0,201,"June 25, 2025 at 11:10 AM",Hate Speech
1.94e+18,https://x.com/GnosticGod/status/1937830155860181195,"#SiriNiNumbers 
#occuppystatehouse2025 
@safaricom nursing wrist cramps since morning awaiting orders to press the 'off' button. @C_NyaKundiH",0,0,0,0,120,"June 25, 2025 at 11:08 AM",Neutral
1.94e+18,https://x.com/KenyaX360/status/1937829640921325992,@safaricom mbwa,0,0,0,0,21,"June 25, 2025 at 11:06 AM",Hate Speech
1.94e+18,https://x.com/odinga_fanuel/status/1937773453790110126,"@C_NyaKundiH @safaricom, Anyone struggling with the internet? Home fibre is struggling here.",0,0,0,0,45,"June 25, 2025 at 07:22 AM",Network reliability problem
1.94e+18,https://x.com/MNene62740/status/1937636939848646957,@safaricom your network is bullshitin',0,0,0,0,10,"June 24, 2025 at 10:20 PM",Network reliability problem
1.94e+18,https://x.com/EveningGeorge/status/1937577607752495160,"@mtuya0 @MikeSonko These Conmen have specific guy at @Safaricom  who register sim cards for them,",2,0,0,0,600,"June 24, 2025 at 06:24 PM",Data protection and privacy concern
1.94e+18,https://x.com/LBrianlimo/status/1937557390314082472,@safaricom waiting to blame under sea cables after a call is made. https://t.co/LvTR4Kk3fN,0,0,0,0,9,"June 24, 2025 at 05:04 PM",Network reliability problem
1.94e+18,https://x.com/Mr_Mrashui/status/1937533137317404835,@safaricom mbona mnabana wifi. Mbora tuhame airtel sasa #keshonikesho,0,0,0,0,24,"June 24, 2025 at 03:27 PM",Internet or airtime bundle complaint
1.94e+18,https://x.com/Finewitch1/status/1937527410385363190,"Faith Kipyegon ako rada tena! 🔥 Anaeyea kuvunja 4-minute mile — si mchezo! Already ameshika world records, sasa ni time ya kufanya history.

Wakenya, tusimame na yeye! Tumshow support hadi kwa finish line! 🇰🇪

#Kenya4Faith
@Safaricom https://t.co/XsgGQ7tqGR",2,2,0,0,143,"June 24, 2025 at 03:05 PM",Neutral
1.94e+18,https://x.com/coskykenn/status/1937478159215047086,@MkenyaMzi Yes wameanza rehearsal ya kuzima net kesho walai @safaricom maubwa,0,0,0,0,50,"June 24, 2025 at 11:49 AM",Network reliability problem
1.94e+18,https://x.com/_Lyy_ra/status/1937425702275457468,"The @KenyaAirways and @Safaricom unveiled a strategic partnership for digital transformation, including in-flight Wi-Fi, cybersecurity, and AI-driven customer services. Aviation meets tech—creating smarter, safer passenger experiences.
#KQSustainabilityReport",0,0,1,0,10,"June 24, 2025 at 08:20 AM",Neutral
1.94e+18,https://x.com/C_Jayjayk/status/1937414959618752859,"@jumaf3 @KenyaAirways The @KenyaAirways and @Safaricom unveiled a strategic partnership for digital transformation, including in-flight Wi-Fi, cybersecurity, and AI-driven customer services. Aviation meets tech—creating smarter, safer passenger experiences.
#KQSustainabilityReport",1,0,0,0,24,"June 24, 2025 at 07:38 AM",Neutral
1.94e+18,https://x.com/PIsambe33437/status/1937380640607121671,@NahashonKimemia @Safaricom washenzi🖕,2,0,0,0,9,"June 24, 2025 at 05:21 AM",Hate Speech
1.94e+18,https://x.com/its_Makaveli_/status/1937234848218792275,@copshakur @safaricom is the better option,0,0,0,0,14,"June 23, 2025 at 07:42 PM",Neutral
1.94e+18,https://x.com/eugene_arogo1/status/1936455650051338385,@RashaMaya001 @safaricom Diyeem.,0,0,0,0,11,"June 21, 2025 at 04:06 PM",Neutral
1.94e+18,https://x.com/RashaMaya001/status/1936448949272846468,@eugene_arogo1 @safaricom We niconecct atutakosana 😭,1,0,1,0,17,"June 21, 2025 at 03:39 PM",Network reliability problem
1.94e+18,https://x.com/eugene_arogo1/status/1936448612596150691,@RashaMaya001 @safaricom Utanijenga Za Macho.,0,0,1,0,17,"June 21, 2025 at 03:38 PM",Neutral
1.94e+18,https://x.com/RashaMaya001/status/1936447127787307014,Nyie niconecct na Mzee WA kutoa simu za lipa mdogo mdogo tracker 😫@safaricom must feel it 😭,5,0,1,0,128,"June 21, 2025 at 03:32 PM",Network reliability problem
1.94e+18,https://x.com/JanetMacharia/status/1936418582599979458,@theMagunga @Safaricom are thugs! I wish I could get good airtel service! Prob with @Airtel is their bogus Network,0,0,0,0,143,"June 21, 2025 at 01:39 PM",Network reliability problem
1.94e+18,https://x.com/Mwangidata/status/1936414403131310559,@Itumbi_Denis Forward to your MP and ask him Abt the data protection act. Follow up with safaricom too @safaricom,0,0,0,0,73,"June 21, 2025 at 01:22 PM",Data protection and privacy concern
1.94e+18,https://x.com/ChiefPatriot254/status/1936324660926267872,"If @safaricom doesn't solve this, we will know they work with the scammers",0,0,0,0,9,"June 21, 2025 at 07:25 AM",Customer care complaint
1.94e+18,https://x.com/ChiefPatriot254/status/1936324630198796654,"@mmnjug If @safaricom doesn't solve this, we will know they work with the scammers",0,0,0,0,118,"June 21, 2025 at 07:25 AM",MPESA complaint
1.94e+18,https://x.com/AlindiG/status/1936108594031698023,Hello @Safaricom @Safaricom_Care I’m not trying to send any texts…. https://t.co/GTivn2U45A,1,0,1,0,105,"June 20, 2025 at 05:07 PM",Network reliability problem
1.94e+18,https://x.com/Kingoriiwambui/status/1936003772091662747,"@SafaricomPLC @PeterNdegwa_ We can only imagine the miles @safaricom would be under @bobcollymore ! - leadership and worthiness  are not in an office ,but the life to it depends on the  holder of the same! Continue resting Bobby!",0,0,0,0,30,"June 20, 2025 at 10:10 AM",Neutral
1.94e+18,https://x.com/RobertM46367102/status/1935694675500822906,"Wasee wasee,
don't miss your favorite YouTube content, be it movies, music🎧, tutorials, podcast,documentaries or comedy skits.
Dial *544*22# or *555# to get your YouTube data deals today. Watch. Laugh. Learn.  #DiscoverVibeYako. uninterrupted streaming.@Safaricom PLC
@sultan🤘 https://t.co/2V00h3FPoi",0,0,0,0,58,"June 19, 2025 at 01:42 PM",Neutral
