Tweet ID,URL,Content,Likes,Retweets,Replies,Quotes,Views,Date
1636394941025746945,https://x.com/Agent44M/status/1636394941025746945,"@safaricom has today taught me a bitter lesson that as a stock investor, whenever an institution grows bigger to more than regional reach, or to national and international presence, it is the right time to run away. Cash out your income and invest it somewhere else.",0,0,0,0,31,"March 16, 2023 at 03:52 PM"
1636323730107269120,https://x.com/Megadhyambo/status/1636323730107269120,@SafaricomPLC @safaricom,0,0,0,0,21,"March 16, 2023 at 11:09 AM"
1636286298892771328,https://x.com/RadioKaya/status/1636286298892771328,"Usibaki nyuma, #GoMonthly na @Safaricom All in one bundle.
#EnjoyMoreControl https://t.co/6z7WdYF5Ad",1,0,0,0,52,"March 16, 2023 at 08:40 AM"
1636273306813833217,https://x.com/Njorogehenry/status/1636273306813833217,"Market open:16.03.23

~Mid-morning session!
ABSA @ 12.20 
KCB @ 35.20
SCOM @ 17.50[@Safaricom]

Inn the money market:
1Usd =129.7618

@AblizInvestmen1
@SterlingCapital 
@njungahehu https://t.co/cedYhmZ5nP",2,0,0,1,182,"March 16, 2023 at 07:48 AM"
1635962222080819202,https://x.com/omayio_job/status/1635962222080819202,"@Safaricom_Care Hi @Safaricom, I deposited money for a customer yesterday and she complains of not receiving the cash. However I received a confirmation message of the said transaction but the same is not reflecting on her phone. Kindly help me @Safaricom. Thank you.",0,0,1,0,73,"March 15, 2023 at 11:12 AM"
1635744649162760196,https://x.com/ncbacare/status/1635744649162760196,"@wambuakioko_ @safaricom Hello Wambua Kioko, thank you for reaching us. Funds will be reversed to your account by end of day tomorrow. Apologies for the inconvenience caused. ^CN",0,0,0,0,39,"March 14, 2023 at 08:48 PM"
1635560207831953409,https://x.com/Mullahy/status/1635560207831953409,"@kenyans
Don't dare save your money to this platform by the name Mali in @safaricom mpesa APK you'll suffer",0,0,0,0,172,"March 14, 2023 at 08:35 AM"
1635296044266459136,https://x.com/TasAqs/status/1635296044266459136,"@Safaricom_Care no company can grow or thrive without customers. You are no exception.
Laura @Safaricom City Mall Nyali needs customer care training.",0,0,0,0,26,"March 13, 2023 at 03:05 PM"
1635196187778371585,https://x.com/SammyMbindyo3/status/1635196187778371585,"@ntvkenya @safaricom should verdict the voice note of the guy shown calling and opening toilet what was he saying? And why after the call the body is shown on the footage flying down

#JusticeForJeff #djfaxto",2,0,0,0,158,"March 13, 2023 at 08:28 AM"
1635043646822305792,https://x.com/waitheraNice/status/1635043646822305792,"@ntvkenya @ntvkenya @safaricom we request for his phone call records straight from safaricom so that kenyans can help the DCI with investigations.. wait a min, has anyone been arrested out of the 6 ama washaa vukishwa boarder wasiongee mob.. kenyans are watching (following)kama elections",1,0,0,0,363,"March 12, 2023 at 10:22 PM"
1634421249622327297,https://x.com/Abduba60295623/status/1634421249622327297,"@GuyoWario6 @safaricom Wamenisadia.

Top up done",1,0,0,0,31,"March 11, 2023 at 05:09 AM"
1634420962878799874,https://x.com/Abduba60295623/status/1634420962878799874,@ChalaDuba @safaricom Hahaha haha 100 si kidogo https://t.co/ayUtL76n5P hii uchumi sitaacha thabi.,1,0,0,0,38,"March 11, 2023 at 05:08 AM"
1634418469528645632,https://x.com/ChalaDuba/status/1634418469528645632,@Abduba60295623 @safaricom Sasa bamba 20 ni kitu ya Kusumbua Safaricom 😅,2,0,1,0,31,"March 11, 2023 at 04:58 AM"
1634224367755317249,https://x.com/Abduba60295623/status/1634224367755317249,I have rubbed this voucher card and erased some digits @safaricom @safcomKplc kindly assist on how to get the number. https://t.co/fgjJMAZStv,2,0,2,2,461,"March 10, 2023 at 04:07 PM"
1634199640504500232,https://x.com/LaryxOchieng/status/1634199640504500232,@mbuguanjihia @safaricom @SakajaJohnson  is really walking the talk for sure...Am watching him keenly. Very impressive thus far...👊🏾😎,1,0,0,0,42,"March 10, 2023 at 02:28 PM"
1634169546155196417,https://x.com/Tycn777/status/1634169546155196417,Someone should take @safaricom to court over their refusal to reverse money sent to wrong number in the guise of 'the user has utilized the money',0,0,0,0,53,"March 10, 2023 at 12:29 PM"
1633890748297879556,https://x.com/MalimwaNewton/status/1633890748297879556,@amerix @safaricom Fuliza,0,0,0,0,37,"March 9, 2023 at 06:01 PM"
1633879583442206758,https://x.com/mbuguanjihia/status/1633879583442206758,Today @safaricom have partnered with #Nairobi  City County to digitize services and operations. This includes development of “My Nairobi App” as part of the “My Nairobi” hub that provides digital services and citizen engagement. https://t.co/3E6XZOT1uj,23,5,2,0,3424,"March 9, 2023 at 05:17 PM"
1633799812683317249,https://x.com/Ekeno_Charles/status/1633799812683317249,@safaricom,0,0,0,0,9,"March 9, 2023 at 12:00 PM"
1633733525647106049,https://x.com/symonkosgeyc/status/1633733525647106049,@AIRTEL_KE When are you addressing my issues not related to @safaricom?,1,0,0,0,96,"March 9, 2023 at 07:36 AM"
1633514352367083523,https://x.com/GMusaba/status/1633514352367083523,@Safaricom_Care @MarcusClement10 @safaricom check your Dm,0,0,0,0,89,"March 8, 2023 at 05:05 PM"
1633421671745896448,https://x.com/reubenmuriki/status/1633421671745896448,"@MRSMuruguu @DCI_Kenya They did to me when selling my matatu on Jiji also, though i feel @safaricom aided the con to swing away with my cash.",0,0,0,0,81,"March 8, 2023 at 10:57 AM"
1633359520104628227,https://x.com/dalafmKenya/status/1633359520104628227,@Safaricom customers who delay paying their calls and SMS credit advance through the Okoa Jahazi service will now have the amounts automatically settled by debiting their loyalty points. https://t.co/gixTNfAVRR,0,0,0,0,25,"March 8, 2023 at 06:50 AM"
1633114161398919170,https://x.com/potentash/status/1633114161398919170,As the official technology partner @Safaricom  will be providing devices and airtime for communication and it will also provide internet connectivity.  The company will also provide a fully kitted media centre.  The Magical Kenya Open will be live-streamed.,5,1,1,0,1924,"March 7, 2023 at 02:35 PM"
1632461343361048578,https://x.com/wes_culture/status/1632461343361048578,"@safaricom b so stupid unanunua mbs u watch ball mbs zinahang, like seriously saf how low can yu bend 😡",0,0,0,0,15,"March 5, 2023 at 07:21 PM"
1.63243E+18,https://x.com/tomito254/status/1632430385551360000,@omwambaKE Najua ni @safaricom wamechoma😪,1,0,0,0,131,"March 5, 2023 at 05:18 PM"
1632395039149047809,https://x.com/Nyarige_/status/1632395039149047809,"@Safaricom_Care I will &amp; I have been doing so severally, I am just tired. Am from a call with your one of your colleagues. Either @safaricom or @Showmax is not honest with integrity of service. Showmax claims problem is the internet, safaricom claims its showmax!",0,0,0,0,55,"March 5, 2023 at 02:58 PM"
1632375708226932737,https://x.com/austoh80/status/1632375708226932737,"@Safaricom_Care @safaricom not yet, still no internet ..",0,0,0,0,23,"March 5, 2023 at 01:41 PM"
1632365443083010049,https://x.com/austoh80/status/1632365443083010049,"@Safaricom_Care @safaricom, kindly activate internet on my line. 0725 278706. with bundles but i cannot browse",0,0,2,0,46,"March 5, 2023 at 01:00 PM"
1632116397143740428,https://x.com/Legal_mindmburu/status/1632116397143740428,@safaricom  whats up with your network bana,0,0,0,0,22,"March 4, 2023 at 08:30 PM"
1632055374009319429,https://x.com/Pkiach4/status/1632055374009319429,😒mjihotspot na network iko chini kama clout chase ya Ronoh😒@safaricom,0,0,0,0,61,"March 4, 2023 at 04:28 PM"
1632053674166894592,https://x.com/Pkiach4/status/1632053674166894592,"alafu @safaricom mmesema hii 1 GB ya 1 hour sitatumia?
Si mkae na hio network basi",1,0,0,0,43,"March 4, 2023 at 04:21 PM"
1631988106177003520,https://x.com/EBarasa80/status/1631988106177003520,@jumaf3 @safaricom,0,0,0,0,333,"March 4, 2023 at 12:01 PM"
1631964671283535873,https://x.com/BaYubrah/status/1631964671283535873,@McTeargas Ukisoma messages zake uone @SAFARICOM wamemtext “I enjoyed last night …”.,1,0,0,1,229,"March 4, 2023 at 10:27 AM"
1631892214908321800,https://x.com/omayio_job/status/1631892214908321800,"@Safaricom_Care Hi there @Safaricom, does it mean that the owner of a till number is being charged when a customer sends money to the account?",0,0,0,0,16,"March 4, 2023 at 05:39 AM"
1631747136084738070,https://x.com/omayio_job/status/1631747136084738070,"@Safaricom_Care Hi @Safaricom. I'm Sheila, I bought a Lipa Na M-Pesa line (till number card) yesterday at Busia Safaricom shop. Got registered well, I even started depositing yesterday. However its indicating '' sim closed '' at moment. Kindly help, thanks in advance.",1,0,2,0,239,"March 3, 2023 at 08:03 PM"
1631696082706087937,https://x.com/Frankypolz/status/1631696082706087937,@nicholzyl @safaricom They told me that they will reverse my money after I paid excess amount to a paybill. After a whole month of following they finally told me to contact the place I paid that money 😏,1,0,0,0,32,"March 3, 2023 at 04:40 PM"
1630802917597880320,https://x.com/dkibaki/status/1630802917597880320,"@Safaricom , What is PostPay Revamp? Why does it have expiry date on it? @Safaricom_Care Safaricon,",1,0,2,0,81,"March 1, 2023 at 05:31 AM"
1630647479816298546,https://x.com/GriffinsOdwallo/status/1630647479816298546,"Wanna know how to make it in your unique careers, @safaricom through #BLAZESpaces is bringing the conversation to us. Make sure you join the twitter spaces today from 8pm. Here's the link https://t.co/4q1I1VJfEA https://t.co/KTDTUjN0fY",0,0,0,0,37,"February 28, 2023 at 07:13 PM"
1630276891025260545,https://x.com/Joe_Cooel/status/1630276891025260545,@OnyangoQueenter @Degrata254 @safaricom Zuku buried Six feet under. A very useless network provider. Everything below 50cc.,1,0,0,0,71,"February 27, 2023 at 06:41 PM"
1630191772507709444,https://x.com/OnyangoQueenter/status/1630191772507709444,"@Degrata254 @Safaricom home fibre, their customer care services are just👌. Highly reliable and convenient.",11,0,1,0,1280,"February 27, 2023 at 01:03 PM"
1629921568556998659,https://x.com/ItsFrankWallah/status/1629921568556998659,What's happening with @Safaricom customer care today,0,0,0,0,73,"February 26, 2023 at 07:09 PM"
1629774472528969729,https://x.com/ckitil/status/1629774472528969729,@safaricom my home fiber has been down since 22/2 in south c area and it's paid kindly assist,0,0,0,0,207,"February 26, 2023 at 09:24 AM"
1629772841632636928,https://x.com/ben_shehi/status/1629772841632636928,@safaricom mmeanza sindio nkt hizi ni nini sasa at sija tumia mbs ati ziko zero https://t.co/1A8e46Hrq4,0,0,0,0,20,"February 26, 2023 at 09:18 AM"
1629166140655017984,https://x.com/KleimanIntCon/status/1629166140655017984,"#Kenya fintech $150 million raise last yr, 3x 2021. 50 deal +15%, Nairobi 90%. Capital market regulator sandbox, $75 million top transact M-Kopa #Ghana/#Nigeria enter. @Safaricom pioneer mobile money M-Pesa separate share offer mull, @Amazon partner remittance. #emergingmarkets",1,1,0,0,173,"February 24, 2023 at 05:07 PM"
1629109366489063427,https://x.com/DaveKengabi/status/1629109366489063427,To watch this and many other shows on show subscribe today.CTA: For only Ksh299 get:  1️⃣ month of Showmax Mobile + 1GB of @Safaricom PLC  data + all your faves on Showmax . #RHONairobi https://t.co/Z6AQ2Nkll4,2,1,0,0,250,"February 24, 2023 at 01:21 PM"
1629019594831675394,https://x.com/thiongo_charles/status/1629019594831675394,@safaricom _care @SafaricomPLC  I have been trying to stop these kind of messages but they keep on coming..... https://t.co/gijAKLDAxp,0,0,1,0,69,"February 24, 2023 at 07:25 AM"
1628963072214810625,https://x.com/Nicxso/status/1628963072214810625,@gmagak @AmbokoJH @EnergyMinK @safaricom and koko gas already have it.,0,0,0,0,277,"February 24, 2023 at 03:40 AM"
1628825527233421313,https://x.com/hallygan/status/1628825527233421313,"@Safaricom_Care I recently installed @safaricom WiFi after running away from Zuku because of their slow speeds, yet I am experiencing intermittent internet connection since then. I'm frustrated working from home.",1,0,1,0,186,"February 23, 2023 at 06:34 PM"
1628794881412931585,https://x.com/MrTweeterrr/status/1628794881412931585,Safaricom is currently selling fake bundles @safaricom @Safaricom_Care,0,0,0,0,54,"February 23, 2023 at 04:32 PM"
1628508372453543943,https://x.com/AbdirahmanMK/status/1628508372453543943,"@OleItumbi @WilliamsRuto @safaricom confirm the amount.
 @RailaOdinga &amp; @skmusyoka did not go for the rerun as declared by @dkmaraga in 2017. 
@MigunaMiguna poor Kenyans were conned+2018 Handcheque https://t.co/iJxR84mayY",0,0,0,0,454,"February 22, 2023 at 09:33 PM"
1628297216472367106,https://x.com/BettyOdande/status/1628297216472367106,@AWanjoh @safaricom @FaibaJTL Hi pls open your dm there's something I want to inquire about,0,0,1,0,55,"February 22, 2023 at 07:34 AM"
1627597141588803587,https://x.com/okello_72/status/1627597141588803587,"@safaricom Safaricom Message
Your Bonga points balance is 242 worth Kshs 48.20. Safaricom is for you.....this bonga points thing is a scam. The supermarkets are rewarding their customers better with their points regime @Naiva @kamindi @Tumaini",0,0,0,0,41,"February 20, 2023 at 09:12 AM"
1627292516771938304,https://x.com/iam_papa_d/status/1627292516771938304,"@realmeKenya @Safaricom MPESA , @KCBGroup",1,0,0,0,50,"February 19, 2023 at 01:02 PM"
1625936003780251652,https://x.com/CarolWa50437649/status/1625936003780251652,@kabubii @Papsdiva @Safaricom_Care @SafaricomPLC @safaricom Manze🤦‍♀️,0,0,0,0,39,"February 15, 2023 at 07:12 PM"
1625908753412370438,https://x.com/kabubii/status/1625908753412370438,@Papsdiva @Safaricom_Care @SafaricomPLC @safaricom @Safaricom_Care Nakuru pia,1,0,1,0,50,"February 15, 2023 at 05:23 PM"
1625893911456514049,https://x.com/Papsdiva/status/1625893911456514049,Internet down in Langata. Acct. 1104-2159. @Safaricom_Care @SafaricomPLC @safaricom. Kindly check and advise.  Thanks much,1,0,3,0,228,"February 15, 2023 at 04:24 PM"
1625826743574573057,https://x.com/sentipedemens/status/1625826743574573057,"@SafaricomPLC @Safaricom , if safaricom was a person I would have championed you vie for a political positionsl,,,atleast mnainua boychild through your ads",0,0,0,0,134,"February 15, 2023 at 11:57 AM"
1625359951324479489,https://x.com/Richardsonbray2/status/1625359951324479489,@Safaricom_Care Hey @safaricom Kuna gift ya birthday,0,0,0,0,7,"February 14, 2023 at 05:03 AM"
1624978336173764615,https://x.com/apiyo_lucie/status/1624978336173764615,@Safaricom_Care @leriwanka @safaricom I bought airtime on mpesa by mistake on my own https://t.co/bklZZSTCp7 it possible to reverse the transcation?,0,0,0,0,67,"February 13, 2023 at 03:46 AM"
1624814526079049733,https://x.com/VokezKevol/status/1624814526079049733,@safaricom base station https://t.co/8b1W8GzzsR,0,0,0,0,24,"February 12, 2023 at 04:55 PM"
1624020601298878468,https://x.com/philwilshere/status/1624020601298878468,Every body is now marketing all in one @safaricom new offer. It like youths are earning well through this job. How long is it taking and is it pensionable?,0,0,0,0,63,"February 10, 2023 at 12:20 PM"
1623956072045113345,https://x.com/abdiosmanm/status/1623956072045113345,@Safaricom_Care 041 2029005 check this number. They call people as @Safaricom staff.,0,0,1,0,67,"February 10, 2023 at 08:04 AM"
1623949788952535043,https://x.com/StanleyMMirugi/status/1623949788952535043,"Safaricom your vehicles are making unnecessary, disruptive,  load noise to our business.   Strictly adhere to EMCA (Noise and Excessive Vibration Pollution) (Control) Regulations, 2009, NCC Public Nuisance Act 2021 @Safaricom Care@Safaricom PLC  @Nairobi County @NEMA Kenya https://t.co/pcWyG7tNC1",0,0,0,0,121,"February 10, 2023 at 07:39 AM"
1623757989797568515,https://x.com/JagzFrank/status/1623757989797568515,"Poor safaricom and airtel network in Nyakach , Kisumu county . Spending too much on their expensive data daily but ending up with  useless coverage . What a shame ! @safaricom @AIRTEL_KE",0,0,1,0,72,"February 9, 2023 at 06:57 PM"
1623667376481882113,https://x.com/leekanyottu/status/1623667376481882113,"This week on #Motorsport 411 #podcast with @seancardo 

Listen to the full episode here: https://t.co/ptLJnVP2Pb

@JW_Africa @safaricom @KenyaAirways #rallying #machakos #Kenya #Africa https://t.co/0830pQaVZF",2,1,0,0,744,"February 9, 2023 at 12:57 PM"
1623617913822273537,https://x.com/_HANAID/status/1623617913822273537,"Hi @Safaricom, I have a boyfriend😭. Stop texting",0,0,0,0,57,"February 9, 2023 at 09:40 AM"
1623400300894646273,https://x.com/omayio_job/status/1623400300894646273,"@Safaricom_Care Hi @Safaricom, can she sambaza the bundles to another user here in Kenya? Thanks in advance",0,0,0,0,29,"February 8, 2023 at 07:16 PM"
1623390633611128834,https://x.com/omayio_job/status/1623390633611128834,@Safaricom_Care Hi @Safaricom. Can I reverse the cash that I used to purchase the bundles now that they cannot be utilized. I had bought the bundles using the Mpesa option direct without conversion of the cash first into credit. Kindly help,0,0,1,0,71,"February 8, 2023 at 06:37 PM"
1623347588454838272,https://x.com/MwitaMartin/status/1623347588454838272,When you share personal details with unknown people/fraudsters how do you go blaming a service provider? stay awake. Lets not rush to blame institutions like @KeEquityBank or @Safaricom for our own mistakes https://t.co/GotUrFQrX4,0,0,0,0,126,"February 8, 2023 at 03:46 PM"
1623299591587172352,https://x.com/Emkay_Ke/status/1623299591587172352,"@Safaricom_Care @safaricom  your time is coming.
Vyenye nli loose pesa yangu nkiwa nimefungisha line Hadi wa Leo sijaielewa.
#BoycottEquityBank",0,0,0,0,98,"February 8, 2023 at 12:35 PM"
1623052635015372800,https://x.com/WinstonGarfiel4/status/1623052635015372800,@kibeandy @Safaricom_Care @PeterNdegwa_  @safaricom Najua mko YouTube mnawatch na pseudo accounts...Mliniosha pia...One day! One time!,0,0,0,0,78,"February 7, 2023 at 08:14 PM"
1623033847972565001,https://x.com/Real56922645/status/1623033847972565001,"What going on at the National steering committee on drought led by @Safaricom CEO P.Ndegwa from Nov 2022 or chini ya maji is his modus operandi. Tembea Kenya, Climate change is causing havoc. Imagine a new Kenya. Peace.",0,0,0,0,69,"February 7, 2023 at 06:59 PM"
1622851932523008001,https://x.com/melvindlima/status/1622851932523008001,@mulingemunyao @safaricom @AbsaKenya @aminnanji Try calling a dental office in Kenya and you will appreciate room for enhanced customer experience at the first touch point in your transaction in every instance 99% of the time.,0,0,0,0,42,"February 7, 2023 at 06:57 AM"
1622655810579886081,https://x.com/KleimanIntCon/status/1622655810579886081,"#Ethiopia cenbank $100 million transfer #Tigray bank network reactivate. 2 million displace, 1/2 million killed war. Fiscal yr HI $40 million electricity export Renaissance Dam, ~$20 million each #Djibouti/#Sudan. #Kenya market pilot, @Safaricom grid connect. #EmergingMarkets",0,0,0,0,149,"February 6, 2023 at 05:57 PM"
1622590253100896257,https://x.com/BungeyRyan/status/1622590253100896257,"@ThunesPayments @AskPayPal @PayPal @safaricom Hello, is there a problem with paypal to mpesa at the moment because it keeps saying 'the page you requested was not found'",0,0,1,0,566,"February 6, 2023 at 01:37 PM"
1622336810310422528,https://x.com/ombasa_peter/status/1622336810310422528,@iamjuddah @safaricom deducting okoa even when you purchase bundles directly and maybe you needed urgent stuff n not that you wont pay back the debt thats why so many opt to other networks,0,0,0,0,29,"February 5, 2023 at 08:50 PM"
1622247615269113857,https://x.com/mulingemunyao/status/1622247615269113857,@melvindlima @safaricom @AbsaKenya @aminnanji This am in total agreement.,0,0,1,0,45,"February 5, 2023 at 02:55 PM"
1622164177480474624,https://x.com/BernardGitau/status/1622164177480474624,@safaricom hakuna home fibre net Kamakis imepotea ama ni mimi peke yangu,3,0,0,0,66,"February 5, 2023 at 09:24 AM"
1622000998603431940,https://x.com/ObuaEng/status/1622000998603431940,@iamjuddah @safaricom after Bob left. Mpesa and home fibre are the worst.,0,1,0,0,206,"February 4, 2023 at 10:35 PM"
1621943102226272256,https://x.com/SylvesterWanja3/status/1621943102226272256,@DavidNdii @kopalo @Safaricom how factual or fictitious is this? Make things clear for us laymen out here.,0,0,1,0,550,"February 4, 2023 at 06:45 PM"
1621866614164525061,https://x.com/KirimiMuiruri/status/1621866614164525061,@KelvinSenr @KenyaPower @KenyaPower_Care Same here @KenyaPower_Care @safaricom sort out the paybill issue,0,0,1,0,65,"February 4, 2023 at 01:41 PM"
1621752097388609536,https://x.com/MagePavellito/status/1621752097388609536,@GrindingCitizen @Kimuzi_ @safaricom Saf ama Equity?,0,0,0,0,153,"February 4, 2023 at 06:06 AM"
1621617159997739008,https://x.com/marsh_macharia/status/1621617159997739008,@Kimuzi_ umenyamazia @safaricom saana,0,0,0,0,18,"February 3, 2023 at 09:10 PM"
1621589985399914498,https://x.com/GrindingCitizen/status/1621589985399914498,@Kimuzi_ When my Mum was stolen from @safaricom I still feel the dishonesty in organised institutions in protecting their customers. Why can't they just call it a wrap and close the freaking business. If not then its a dishonesty scheme.,3,0,1,0,1114,"February 3, 2023 at 07:22 PM"
1621560939374956546,https://x.com/_kidondrugs1/status/1621560939374956546,@iamjuddah @safaricom,0,0,0,0,58,"February 3, 2023 at 05:27 PM"
1620860339410849792,https://x.com/AubaP14/status/1620860339410849792,@SafaricomPLC @safaricom Is it network errors or something else I'm trying to send information but imebaki tu hapo kwa sending,0,0,0,0,19,"February 1, 2023 at 07:03 PM"
1620858415953379328,https://x.com/AubaP14/status/1620858415953379328,@SafaricomPLC @safaricom today was  is my birthday lakini hamjanipea 1GB of bundles kwani what's going on!!!,0,0,2,0,19,"February 1, 2023 at 06:55 PM"
1620765336382607361,https://x.com/Peter_2019_2030/status/1620765336382607361,It's better i get out of this offers...@safaricom Make my sim card unable to borrow airtime or data bundles..it's so annoying. Na cio ati myu amekataa kulipa.,0,0,0,0,33,"February 1, 2023 at 12:45 PM"
1620706663362863108,https://x.com/mbuguanjihia/status/1620706663362863108,"Boniface Mungania (@bmungania ) has been named as the Director of Public Sector Digital Transformation @Safaricom, effective April 1st, 2023. Reporting to #CEO @PeterNdegwa_ he will be in charge of forming partnerships in the #PublicSector https://t.co/WiGx9zRQaB",16,5,1,0,2329,"February 1, 2023 at 08:52 AM"
1620487543673479170,https://x.com/ELovedar/status/1620487543673479170,@Safaricom please help me out my number is not working yet on use the whole day,0,0,0,0,12,"January 31, 2023 at 06:21 PM"
1620471798428213249,https://x.com/NgoziTomnyanga/status/1620471798428213249,@safaricomPLC @safaricom @tunukiwa hii wizi lazima iishe rudisheni bundles https://t.co/UyT6NLsDUd,0,0,1,0,110,"January 31, 2023 at 05:19 PM"
1620394597708095491,https://x.com/Dangatia2/status/1620394597708095491,@safaricom i have a problem with my sim card it has stopped working,0,0,0,0,24,"January 31, 2023 at 12:12 PM"
1620085742662975488,https://x.com/KeEquityBank/status/1620085742662975488,"@Cae_sear @safaricom Hello there, thank you for writing to us. We are sorry to hear that you feel this way. Kindly review our response via DM and revert for us to support.",1,0,0,0,45,"January 30, 2023 at 03:45 PM"
1619866620545081346,https://x.com/CityLifeKenya/status/1619866620545081346,"@airtell Kenya do you have a beef with @safaricom network 
Everytime I make a call to safaricom number either there is network problem or disconnections. 

Hope I'm not the only affected Kenyan .

Why then charge me for poor network.
Nonsense ama umunakopesha.",0,0,0,0,16,"January 30, 2023 at 01:14 AM"
1619387559611867136,https://x.com/FettyWa04448002/status/1619387559611867136,@safaricom sikuhizi mnauza sim cards zenye sisi hutumia ama rada ni gani?,0,0,0,0,21,"January 28, 2023 at 05:30 PM"
1619268356435234817,https://x.com/9thlive/status/1619268356435234817,new number don’t start with 07 what is wrong with you @safaricom fix it,0,0,0,0,327,"January 28, 2023 at 09:37 AM"
1618993231869673473,https://x.com/Abbylex2/status/1618993231869673473,@Safaricom_Care @19__f @safaricom I need help,1,0,0,0,44,"January 27, 2023 at 03:24 PM"
1618965527103426560,https://x.com/MMmuhavi/status/1618965527103426560,@PeterNdegwa_ @YvonneOkwara @citizentvkenya @SafaricomPLC Once upon a time we paid attention to whoever led @safaricom . Not sure that is the case any longer,0,0,0,0,117,"January 27, 2023 at 01:33 PM"
1618891609780928512,https://x.com/GatharahA/status/1618891609780928512,@safaricom Mpesa app NOT WORKING!!!! https://t.co/wis1DHUTk3,0,0,0,0,202,"January 27, 2023 at 08:40 AM"
1618540570971979777,https://x.com/DelveLimited/status/1618540570971979777,"#testimonialthursday 
Kudos to the @Safaricom team Sacco for taking the leap and tackling the challenge of going through the culture transformation journey. We sincerely applaud you for elevating your organization's culture in order to reap the benefits…https://t.co/wDSIEocACD",0,0,0,0,21,"January 26, 2023 at 09:25 AM"
1617907517484568578,https://x.com/tashaagunda/status/1617907517484568578,@Urembo_ke @safaricom I have been calling them they give me useless excuses,0,0,0,0,33,"January 24, 2023 at 03:29 PM"
1617907443757121537,https://x.com/tashaagunda/status/1617907443757121537,@Urembo_ke @safaricom Me too,0,0,0,0,27,"January 24, 2023 at 03:29 PM"
1617907274307207169,https://x.com/tashaagunda/status/1617907274307207169,@safaricom your Wi-Fi has been terrible. I have called you to complain for months now and the answer I have gotten from all of you is that the net is okay. Fix it or I take my money elsewhere.KOT retweet and make this go viral.#SafaricomExposed #safaricomintimidates,0,0,1,0,112,"January 24, 2023 at 03:28 PM"
1617880213320523780,https://x.com/TechTrendsKE/status/1617880213320523780,Justice Mugure Thande declined to extend the freeze saying @Safaricom and the @CBKKenya  were not yet parties in the case.,1,0,2,0,137,"January 24, 2023 at 01:41 PM"
1617781770027667457,https://x.com/smartphilm/status/1617781770027667457,#Ethiopia as the holiday season has passed be part of the chance to win a smartphone and other exciting prizes from @safaricom by sharing your story during the holiday season. #lomibewerewer #storytelling #Addisababa https://t.co/f0nxS1zcvr,0,0,0,0,123,"January 24, 2023 at 07:10 AM"
1617483103047684097,https://x.com/savagenesssam/status/1617483103047684097,"@safaricom
You guys mnakula bundles zangu excessively Sasa. Does my line have a problem ama ni 500mb weekly at99 ikona shida?",0,0,0,0,15,"January 23, 2023 at 11:23 AM"
1617439161811714049,https://x.com/PrettyL26104074/status/1617439161811714049,@safaricom plc,0,0,0,0,48,"January 23, 2023 at 08:28 AM"
1617219432559812608,https://x.com/_Blessed_254/status/1617219432559812608,@iamjuddah @safaricom,0,0,0,0,31,"January 22, 2023 at 05:55 PM"
